school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, address_line_2, postal_state, school_no,longitude, address_town, education_sector, full_phone_no,latitude, entity_type
Secondary,571,3095,Catholic Ladies' College Ltd,19 Diamond Street,O,null,ELTHAM,VIC,3095,Nillumbik (S),19 Diamond Street,null,VIC,576,145.14355,ELTHAM,Catholic,03 9439 4077,-37.71152,2
Primary,735,3066,St Joseph's School,46 Otter Street,O,null,COLLINGWOOD,VIC,3066,Yarra (C),46 Otter Street,null,VIC,579,144.98639,COLLINGWOOD,Catholic,03 9419 4918,-37.80046,2
Primary,111,3101,Sacred Heart School,PO Box 3221,O,Cotham Licensed Post Office,KEW,VIC,3101,Boroondara (C),116 Cotham Road,null,VIC,590,145.03745,KEW,Catholic,03 9853 5859,-37.80817,2
Secondary,460,3051,St Aloysius College,PO Box 2072 Hotham Hill PO,O,null,NORTH MELBOURNE,VIC,3051,Melbourne (C),31 Curran Street,null,VIC,605,144.94287,NORTH MELBOURNE,Catholic,03 9329 0411,-37.79289,2
Primary,111,3127,Our Holy Redeemer School,311 Mont Albert Road,O,null,SURREY HILLS,VIC,3127,Boroondara (C),311 Mont Albert Road,null,VIC,653,145.10008,SURREY HILLS,Catholic,03 9898 2315,-37.82032,2
Secondary,506,3040,St Columba's College,PO Box 89,O,null,ESSENDON,VIC,3040,Moonee Valley (C),2 Leslie Road,null,VIC,707,144.91429,ESSENDON,Catholic,03 9337 5311,-37.7572,2
Pri/Sec,111,3101,Genazzano FCJ College,301 Cotham Road,O,null,KEW,VIC,3101,Boroondara (C),301 Cotham Road,null,VIC,733,145.05579,KEW,Catholic,03 8862 1000,-37.80897,2
Pri/Sec,590,3182,St Michael's Grammar School,25 - 27 Chapel Street,O,null,ST KILDA,VIC,3182,Port Phillip (C),25 - 27 Chapel Street,null,VIC,818,144.99155,ST KILDA,Independent,03 8530 3200,-37.85955,2
Primary,343,3194,St Patrick's School,16 Childers Street,O,null,MENTONE,VIC,3194,Kingston (C),16 Childers Street,null,VIC,836,145.07016,MENTONE,Catholic,03 9583 5033,-37.98357,2
Pri/Sec,91,3186,Firbank Grammar School,51 Outer Crescent,O,null,BRIGHTON,VIC,3186,Bayside (C),51 Outer Crescent,null,VIC,879,144.99693,BRIGHTON,Independent,03 9591 5188,-37.90612,2
Primary,66,3084,St John's School,55 Cape Street,O,null,HEIDELBERG,VIC,3084,Banyule (C),55 Cape Street,null,VIC,909,145.06654,HEIDELBERG,Catholic,03 9459 2963,-37.75764,2
Secondary,66,3084,Our Lady of Mercy College,PO Box 293,O,null,HEIDELBERG,VIC,3084,Banyule (C),52 Cape Street,null,VIC,914,145.0676,HEIDELBERG,Catholic,03 9459 2511,-37.75793,2
Primary,525,3055,St Joseph's School,185 Hope Street,O,null,BRUNSWICK WEST,VIC,3055,Moreland (C),185 Hope Street,null,VIC,915,144.94298,BRUNSWICK WEST,Catholic,03 9385 9800,-37.76229,2
Primary,343,3195,St Brigid's School,PO Box 5442,O,null,MORDIALLOC,VIC,3195,Kingston (C),129 Albert Street,null,VIC,923,145.09178,MORDIALLOC,Catholic,03 9580 4518,-38.00804,2
Primary,525,3057,Our Lady Help of Christians School,26 Miller Street,O,null,BRUNSWICK EAST,VIC,3057,Moreland (C),26 Miller Street,null,VIC,931,144.97786,BRUNSWICK EAST,Catholic,03 9380 5050,-37.77634,2
Primary,231,3163,St Anthony's School,172 Neerim Road,O,null,GLEN HUNTLY,VIC,3163,Glen Eira (C),172 Neerim Road,null,VIC,932,145.0471,GLEN HUNTLY,Catholic,03 9563 6780,-37.88689,2
Primary,267,3175,St Mary's School,20-24 New Street,O,null,DANDENONG,VIC,3175,Greater Dandenong (C),20-24 New Street,null,VIC,935,145.22084,DANDENONG,Catholic,03 9791 7650,-37.99067,2
Primary,91,3191,Sacred Heart School,11 Fernhill Road Nth,O,null,SANDRINGHAM,VIC,3191,Bayside (C),11 Fernhill Road Nth,null,VIC,937,145.00854,SANDRINGHAM,Catholic,03 9598 9322,-37.95148,2
Primary,506,3032,St Mary's School,74 Roseberry Street,O,null,ASCOT VALE,VIC,3032,Moonee Valley (C),74 Roseberry Street,null,VIC,954,144.91127,ASCOT VALE,Catholic,03 9370 1194,-37.77384,2
Pri/Sec,635,3144,De La Salle College,1318 High Street,O,null,MALVERN,VIC,3144,Stonnington (C),1318 High Street,null,VIC,956,145.03218,MALVERN,Catholic,03 9508 2100,-37.85768,2
Primary,525,3056,St Margaret Mary's School,47-49 Mitchell Street,O,null,BRUNSWICK NORTH,VIC,3056,Moreland (C),47-49 Mitchell Street,null,VIC,962,144.96825,BRUNSWICK NORTH,Catholic,03 9383 6699,-37.75863,2
Primary,311,3015,Westbourne Grammar School,PO Box 37,O,null,WERRIBEE,VIC,3030,Hobsons Bay (C),67 The Strand,null,VIC,1003,144.89493,NEWPORT,Independent,03 9731 9555,-37.85019,2
Pri/Sec,66,3079,Ivanhoe Grammar School,PO Box 91,O,null,IVANHOE,VIC,3079,Banyule (C),The Ridgeway,null,VIC,1004,145.04448,IVANHOE,Independent,03 9490 1877,-37.77252,2
Primary,745,3777,St Brigid's School,PO Box 1677,O,null,HEALESVILLE,VIC,3777,Yarra Ranges (S),1 High Street,null,VIC,1013,145.5158,HEALESVILLE,Catholic,03 5962 4200,-37.65868,2
Primary,145,3812,St James School,PO Box 207,O,null,NAR NAR GOON,VIC,3812,Cardinia (S),60 Nar Nar Goon Road,null,VIC,1015,145.5732,NAR NAR GOON,Catholic,03 5942 5404,-38.07303,2
Pri/Sec,111,3122,Scotch College,1 Morrison Street,O,null,HAWTHORN,VIC,3122,Boroondara (C),1 Morrison Street,null,VIC,1021,145.03229,HAWTHORN,Independent,03 9810 4321,-37.83392,2
Primary,635,3145,St Mary's School,91 Manning Road,O,null,MALVERN EAST,VIC,3145,Stonnington (C),91 Manning Road,null,VIC,1024,145.05292,MALVERN EAST,Catholic,03 9571 1358,-37.87302,2
Pri/Sec,91,3187,St Leonard's College,163 South Rd,O,null,BRIGHTON EAST,VIC,3187,Bayside (C),163 South Rd,null,VIC,1025,145.00755,BRIGHTON EAST,Independent,03 9909 9300,-37.92863,2
Primary,460,3031,Holy Rosary School,PO Box 1192,O,null,KENSINGTON,VIC,3031,Melbourne (C),37 Gower Street,null,VIC,1033,144.92879,KENSINGTON,Catholic,03 9376 9455,-37.79558,2
Primary,608,3225,St Aloysius' School,34 Stevens Street,O,null,QUEENSCLIFF,VIC,3225,Queenscliffe (B),34 Stevens Street,null,VIC,1036,144.6553,QUEENSCLIFF,Catholic,03 5258 1736,-38.26868,2
Primary,189,3078,St Anthony's School,52 Austin Street,O,null,ALPHINGTON,VIC,3078,Darebin (C),52 Austin Street,null,VIC,1041,145.02036,ALPHINGTON,Catholic,03 9489 7936,-37.78007,2
Primary,635,3144,St Joseph's School,49 Stanhope Street,O,null,MALVERN,VIC,3144,Stonnington (C),49 Stanhope Street,null,VIC,1045,145.03116,MALVERN,Catholic,03 9509 3092,-37.85807,2
Primary,590,3184,St Columba's School,24 Glenhuntly Road,O,null,ELWOOD,VIC,3184,Port Phillip (C),24 Glenhuntly Road,null,VIC,1070,144.98112,ELWOOD,Catholic,03 9531 6560,-37.88253,2
Pri/Sec,441,3135,Tintern Grammar,90 Alexandra Road,O,null,RINGWOOD EAST,VIC,3135,Maroondah (C),90 Alexandra Road,null,VIC,1080,145.25668,RINGWOOD EAST,Independent,03 9845 7777,-37.81552,2
Pri/Sec,534,3930,Toorak College,PO Box 150,O,null,MT ELIZA,VIC,3930,Mornington Peninsula (S),73 Old Mornington Road,null,VIC,1086,145.09346,MT ELIZA,Independent,03 9788 7200,-38.17226,2
Primary,534,3915,St Mary's School,PO Box 421,O,null,HASTINGS,VIC,3915,Mornington Peninsula (S),69 Marine Parade,null,VIC,1097,145.1917,HASTINGS,Catholic,03 5979 1959,-38.30344,2
Primary,118,3020,Our Lady of the Immaculate Conception School,32 Station Place,O,null,SUNSHINE,VIC,3020,Brimbank (C),32 Station Place,null,VIC,1101,144.83556,SUNSHINE,Catholic,03 9312 2230,-37.78945,2
Primary,189,3071,St Mary's School,PO Box 1010,O,null,THORNBURY,VIC,3071,Darebin (C),2 Mansfield Street,null,VIC,1108,145.00166,THORNBURY,Catholic,03 9484 5333,-37.75684,2
Pri/Sec,635,3142,St Catherine's School,17 Heyington Place,O,null,TOORAK,VIC,3142,Stonnington (C),17 Heyington Place,null,VIC,1116,145.02127,TOORAK,Independent,03 9822 1285,-37.8383,2
Pri/Sec,506,3040,Lowther Hall Anglican Grammar School,PO Box 178,O,null,ESSENDON,VIC,3040,Moonee Valley (C),17 Leslie Road,null,VIC,1117,144.91496,ESSENDON,Independent,03 9325 5000,-37.75991,2
Primary,231,3161,St Aloysius' School,Cromwell Street,O,null,CAULFIELD,VIC,3161,Glen Eira (C),Cromwell Street,null,VIC,1130,145.02553,CAULFIELD,Catholic,03 9532 9416,-37.87345,2
Primary,91,3186,St Joan of Arc School,30 Dendy Street,O,null,BRIGHTON,VIC,3186,Bayside (C),30 Dendy Street,null,VIC,1134,144.99416,BRIGHTON,Catholic,03 9592 3840,-37.92011,2
Pri/Sec,506,3033,Penleigh & Essendon Grammar School,PO Box 417,O,null,NIDDRIE,VIC,3042,Moonee Valley (C),163 Rachelle Road,null,VIC,1144,144.87035,KEILOR EAST,Independent,03 9016 2000,-37.73215,2
